time_s,ecg_filt,is_R
300.0,-42.85734185759202,False
300.002,-25.03601031347388,False
300.004,-7.8149164051305515,True
300.006,7.528694197136194,False
300.008,19.807833194614314,False
300.01,28.511672452251048,False
300.012,34.13423904739874,False
300.014,37.77225119649563,False
300.016,40.69524715674472,False
300.018,44.08791851433695,False
300.02,48.510635026420374,False
300.022,53.56347324453807,False
300.024,58.26265003864856,False
300.026,61.46332108826947,False
300.028,62.10548869605986,False
300.03,59.76541411941527,False
300.032,55.01086457369418,False
300.034,49.01616924961723,False
300.036,43.12605964496851,False
300.038,38.656119469706184,False
300.04,36.370010257694496,False
300.042,36.020175097077875,False
300.044,36.62457077077681,False
300.046,36.93624369566099,False
300.048,35.762496199039504,False
300.05,32.52883007799629,False
300.052,27.648193050408224,False
300.054,22.141813380168827,False
300.056,17.186297548048664,False
300.058,13.883831312950278,False
300.06,12.750065498000678,False
300.062,13.362949084905559,False
300.064,14.695567462920936,False
300.066,15.501507812024665,False
300.068,14.57976573796215,False
300.07,11.383976138284014,False
300.072,6.381063831175954,False
300.074,0.636693657040835,False
300.076,-4.595381606103093,False
300.078,-8.052742749215495,False
300.08,-9.015304887799847,False
300.082,-7.783365932700361,False
300.084,-5.383414252654534,False
300.086,-3.0853789380881995,False
300.088,-2.094119607336888,False
300.09,-3.0063432745863095,False
300.092,-5.464379539700227,False
300.094,-8.504468181427976,False
300.096,-10.966227075963454,False
300.098,-11.742854831533798,False
300.1,-10.317755442462861,False
300.102,-7.137237398209958,False
300.104,-3.2751369243426756,False
300.106,-0.0016603819720986124,False
300.108,1.4742154011758826,False
300.11,0.5723361891271508,False
300.112,-2.2675585525079924,False
300.114,-5.959879670901498,False
300.116,-9.223440157233899,False
300.118,-10.78944333936764,False
300.12,-9.934842509454194,False
300.122,-6.956494770914368,False
300.124,-2.882421059553966,False
300.126,1.007509650989674,False
300.128,3.482548616787833,False
300.13,3.909053449249881,False
300.132,2.616979573699024,False
300.134,0.5599918017044072,False
300.136,-1.098765038934552,False
300.138,-1.2321061055800848,False
300.14,0.7123255672391209,False
300.142,4.316833644127436,False
300.144,8.510038911159231,False
300.146,12.005834498583521,False
300.148,13.584448537820657,False
300.15,12.664521776682955,False
300.152,9.674727961592527,False
300.154,5.687204175379611,False
300.156,1.9977026196759797,False
300.158,-0.09428608826501995,False
300.16,0.158033364910934,False
300.162,2.4624325186222915,False
300.164,5.769062989881285,False
300.166,8.764562309836792,False
300.168,10.181763767778127,False
300.17,9.380095383396307,False
300.172,6.737382316314243,False
300.174,3.267662214413959,False
300.176,0.16285514746866347,False
300.178,-1.4460584186394785,False
300.18,-0.991055514187871,False
300.182,1.1473880005375496,False
300.184,3.9496917941521974,False
300.186,6.178939758493049,False
300.188,6.620643541702943,False
300.19,4.658403025637053,False
300.192,0.7023315937104435,False
300.194,-4.1858353610863634,False
300.196,-8.765538541960938,False
300.198,-11.8012634530563,False
300.2,-12.54720667844268,False
300.202,-11.231986638987815,False
300.204,-8.832492344766731,False
