time_s,ecg_filt,is_R
300.0,-6.771638790979279,False
300.002,-4.972769642624582,False
300.004,-3.3239088501781557,False
300.006,-2.0342102885635267,False
300.008,-1.2308821512714807,False
300.01,-0.9150735111384015,False
300.012,-0.9495015391891564,False
300.014,-1.102681666836721,False
300.016,-1.1231537835301928,False
300.018,-0.8361565820273712,False
300.02,-0.2259149892778642,False
300.022,0.5753484827906675,False
300.024,1.3723070026888728,False
300.026,1.9571097245087876,False
300.028,2.167056187564075,False
300.03,1.9841010895191074,False
300.032,1.5638908937620255,False
300.034,1.1665051749947606,False
300.036,1.0440612024437734,False
300.038,1.3433126441686132,False
300.04,2.0576255253974747,False
300.042,3.033037834525022,False
300.044,4.026087352456353,False
300.046,4.780079273893925,False
300.048,5.121683516574623,False
300.05,5.04046086962052,False
300.052,4.683604015364185,False
300.054,4.282383249104142,False
300.056,4.0745646139585645,False
300.058,4.240016108671043,False
300.06,4.808765096677607,False
300.062,5.6291676038752465,False
300.064,6.450881240432487,False
300.066,7.01765581555291,False
300.068,7.1560114262626175,False
300.07,6.873129456489536,False
300.072,6.354696910786207,False
300.074,5.83776625358808,False
300.076,5.531638320612113,False
300.078,5.598512981814198,False
300.08,6.07379868783586,False
300.082,6.8136473699859135,False
300.084,7.558407448386454,False
300.086,8.04648318073504,False
300.088,8.104578141697363,False
300.09,7.707597983477749,False
300.092,6.985267823136057,False
300.094,6.155565922255596,False
300.096,5.467525966694471,False
300.098,5.12830773106893,False
300.1,5.16649231714537,False
300.102,5.404303912671609,False
300.104,5.5688422797615225,False
300.106,5.40309271634276,False
300.108,4.744683446450617,False
300.11,3.585605244118099,False
300.112,2.097699353894397,False
300.114,0.5611400341819237,False
300.116,-0.7542074675277224,False
300.118,-1.669342832788971,False
300.12,-2.160120847405466,False
300.122,-2.3849134718301013,False
300.124,-2.6059715671732233,False
300.126,-3.070493944645106,False
300.128,-3.9485290028749103,False
300.13,-5.261053581252396,False
300.132,-6.8426309961131855,False
300.134,-8.430815519323081,False
300.136,-9.776134281911183,False
300.138,-10.720773560772143,False
300.14,-11.279789567417806,False
300.142,-11.638966048136654,False
300.144,-12.059314142369987,False
300.146,-12.773633902976554,False
300.148,-13.891607812758078,False
300.15,-15.354598051115875,False
300.152,-16.951831494414087,False
300.154,-18.3789485454945,False
300.156,-19.342264247044362,False
300.158,-19.648790798199297,False
