time_s,ecg_filt,is_R
300.0,-13.212990661485708,False
300.002,-6.956060328176991,False
300.004,-0.28921489050686683,False
300.006,6.702670714110166,False
300.008,13.624052961581455,False
300.01,19.81271996026808,False
300.012,24.611122230010796,False
300.014,27.825596226463453,False
300.016,29.746870208906795,False
300.018,30.98114097789761,False
300.02,32.464192467188326,False
300.022,35.13914066405057,False
300.024,39.41470193307978,False
300.026,45.15072470684647,False
300.028,51.852271726994815,False
300.03,58.59434417397677,True
300.032,64.25968575503752,False
300.034,68.19465591841212,False
300.036,70.42506508729083,False
300.038,71.41526081399307,False
300.04,71.93831830245364,False
300.042,72.7912152200193,False
300.044,74.3205394319907,False
300.046,76.38647794857489,False
300.048,78.54953395951402,False
300.05,80.06491656003988,False
300.052,80.1217989822822,False
300.054,78.33341133405428,False
300.056,74.81606276416588,False
300.058,70.02549558908237,False
300.06,64.73333136851338,False
300.062,59.70496328824131,False
300.064,55.22026087307361,False
300.066,51.07862069838634,False
300.068,46.747224483799855,False
300.07,41.29336619022618,False
300.072,33.685388603499625,False
300.074,23.446883220619693,False
300.076,10.809003484462725,False
300.078,-3.5216039728029664,False
300.08,-18.45895127997877,False
300.082,-32.87837036176937,False
300.084,-46.17134478261096,False
300.086,-58.25403307292704,False
300.088,-69.29003010408479,False
300.09,-79.69296558013053,False
300.092,-89.92379134118127,False
300.094,-100.02254263695204,False
300.096,-109.5669539284759,False
300.098,-117.85532432892401,False
300.1,-123.91742213121648,False
300.102,-126.83287363860487,False
300.104,-126.26454168013294,False
300.106,-122.53227923584315,False
300.108,-116.42841083647384,False
300.11,-109.15224534621723,False
300.112,-101.99572285810804,False
300.114,-95.75830061046237,False
300.116,-90.57467683707071,False
300.118,-86.0858152951035,False
300.12,-81.48796823904472,False
300.122,-75.87839548012808,False
300.124,-68.86472512013987,False
300.126,-60.6328346348191,False
300.128,-51.70262133754472,False
300.13,-42.86098536613675,False
300.132,-34.88955813585603,False
300.134,-28.1174962300406,False
300.136,-22.388848754709137,False
300.138,-17.237708952112214,False
300.14,-11.895095683382124,False
300.142,-5.568260861404697,False
300.144,2.079658865986512,False
300.146,10.89581255013031,False
300.148,20.361196938246785,False
300.15,29.501954313729982,False
300.152,37.17582703306477,False
300.154,42.741631495134236,False
300.156,46.23836111153092,False
300.158,48.142580424544576,False
300.16,49.25967193745804,False
300.162,50.41729593159385,False
300.164,51.97607216571258,False
300.166,53.82808829102191,False
300.168,55.59606378247655,False
300.17,56.613617185482596,False
300.172,56.16827530188015,False
300.174,53.98271077664344,False
300.176,50.28370371509507,False
300.178,45.66444367126067,False
300.18,41.09474938891143,False
300.182,37.574124059618434,False
300.184,35.56989926120029,False
300.186,34.99183239415686,False
300.188,35.38803809642659,False
