time_s,ecg_filt,is_R
300.0,-0.07511515167386695,False
300.002,-0.6465451026268699,False
300.004,-1.0338439545273,False
300.006,-1.110925758654609,False
300.008,-0.8280878833172485,False
300.01,-0.23108920844851732,False
300.012,0.5233006989333298,False
300.014,1.2448723812647502,False
300.016,1.8153450169224261,False
300.018,2.198601063366664,False
300.02,2.4284989135127537,False
300.022,2.655076110617487,False
300.024,3.0893077812795697,False
300.026,3.886565763042211,False
300.028,5.137232747889309,False
300.03,6.83712484684348,False
300.032,8.846639458915822,False
300.034,10.981677253369622,False
300.036,13.097425647382863,False
300.038,15.109745640237493,False
300.04,17.05532389803227,False
300.042,19.095338986940575,False
300.044,21.40293023086563,False
300.046,24.07702779897192,False
300.048,27.142007571068376,False
300.05,30.526848975079957,False
300.052,34.044718958956366,False
300.054,37.47397438673338,False
300.056,40.64746439775429,False
300.058,43.47815055768233,False
300.06,45.98228278297206,False
300.062,48.28322026147859,False
300.064,50.521240974426846,False
300.066,52.75541976456534,False
300.068,54.96127049320068,False
300.07,57.02013472592403,False
300.072,58.68214221199525,False
300.074,59.63474474837435,True
300.076,59.61441188820236,False
300.078,58.42787138007669,False
300.08,55.97728024018837,False
300.082,52.30469940648576,False
300.084,47.497862420980525,False
300.086,41.58629873945096,False
300.088,34.57938893331371,False
300.09,26.4536446501157,False
300.092,17.084420819603608,False
300.094,6.344571969177768,False
300.096,-5.744193412131317,False
300.098,-18.998991861660652,False
300.1,-33.06197151272345,False
300.102,-47.36642978962474,False
300.104,-61.26963843078519,False
300.106,-74.23748756892019,False
300.108,-85.89451681750927,False
300.11,-96.01537690887086,False
300.112,-104.4988772051844,False
300.114,-111.29284293492611,False
300.116,-116.37327599746457,False
300.118,-119.76951241521151,False
300.12,-121.47359567239965,False
300.122,-121.34876861671255,False
300.124,-119.25711367888096,False
300.126,-115.22050539876825,False
300.128,-109.43600515830963,False
300.13,-102.2538951031766,False
300.132,-94.12556249571412,False
300.134,-85.49735593741306,False
300.136,-76.72602900372748,False
300.138,-68.04023589907531,False
300.14,-59.51159148930174,False
300.142,-51.06315658296507,False
300.144,-42.589949691469634,False
300.146,-34.09363703769445,False
300.148,-25.667842947120093,False
300.15,-17.4594754266009,False
300.152,-9.661742683902197,False
300.154,-2.4578576410524,False
300.156,4.0184964119215,False
300.158,9.709185609221413,False
300.16,14.670304452701028,False
300.162,19.0768553851541,False
300.164,23.14229419664459,False
300.166,27.061818863039033,False
300.168,30.99748344320198,False
300.17,34.95527256975415,False
300.172,38.7410187867645,False
300.174,42.11970191254735,False
300.176,44.9371037400357,False
300.178,47.12016871511047,False
300.18,48.68653191855629,False
300.182,49.76619309834663,False
300.184,50.537331361982,False
300.186,51.135502278662635,False
300.188,51.61593537585052,False
300.19,51.935567237551176,False
300.192,51.94994394216572,False
300.194,51.45578603318956,False
300.196,50.28140055690894,False
300.198,48.36071884453328,False
300.2,45.77784476216874,False
300.202,42.77437937753515,False
300.204,39.62874053037979,False
300.206,36.54036007000203,False
300.208,33.633553297696416,False
300.21,30.922405701579066,False
300.212,28.286287340590906,False
300.214,25.565866511632105,False
300.216,22.643873929175786,False
300.218,19.46896737401505,False
300.22,16.093779153889084,False
300.222,12.685383473438568,False
300.224,9.452709990655919,False
300.226,6.559609121887172,False
300.228,4.083685848502256,False
300.23,1.981908078731566,False
300.232,0.0931974950122827,False
300.234,-1.7741826041418811,False
300.236,-3.734537164998637,False
300.238,-5.784386926552069,False
300.24,-7.831732232635978,False
300.242,-9.710078083633247,False
300.244,-11.229843177622705,False
300.246,-12.263020407194112,False
300.248,-12.743592609013389,False
300.25,-12.696279278963448,False
300.252,-12.313560882872784,False
300.254,-11.866769824030726,False
300.256,-11.513448060869715,False
300.258,-11.279480814102929,False
300.26,-11.105846969804254,False
300.262,-10.841454415327856,False
300.264,-10.332514439938777,False
300.266,-9.504449769281518,False
300.268,-8.339183992582294,False
300.27,-6.8889886859238025,False
300.272,-5.313574185302229,False
300.274,-3.8091922833709537,False
300.276,-2.5183909402558866,False
300.278,-1.5081216444128493,False
300.28,-0.7208573998135728,False
300.282,0.014266744668206988,False
300.284,0.8511278419042667,False
300.286,1.8768701324447812,False
300.288,3.128111145743982,False
300.29,4.547407771521066,False
300.292,5.972337029540691,False
300.294,7.212995611255722,False
300.296,8.126617524350575,False
300.298,8.65782190921951,False
300.3,8.865336011910983,False
300.302,8.90814078877444,False
300.304,8.963475553412508,False
300.306,9.147439270428874,False
300.308,9.514066378538242,False
300.31,10.045634695166346,False
300.312,10.617805930507853,False
300.314,11.033088451092542,False
300.316,11.124767134799807,False
300.318,10.825664709117126,False
300.32,10.180670642539715,False
300.322,9.365560535366406,False
300.324,8.593357222476897,False
300.326,7.9950399283109865,False
300.328,7.629109001246691,False
300.33,7.458761509930726,False
300.332,7.3114700362167415,False
300.334,6.981243941319389,False
300.336,6.362240292593808,False
300.338,5.4251878686798465,False
300.34,4.193682280030098,False
300.342,2.8256583007524005,False
300.344,1.5423670603483917,False
300.346,0.4843684557527106,False
300.348,-0.28466892090884965,False
300.35,-0.7848433534384892,False
300.352,-1.1497004019808763,False
300.354,-1.5522236186309484,False
300.356,-2.135044178809572,False
300.358,-2.994909689317311,False
300.36,-4.099224874918704,False
300.362,-5.2616753753346135,False
300.364,-6.2777897324385386,False
300.366,-7.01721003821614,False
300.368,-7.4246320217214485,False
300.37,-7.5383993133831435,False
300.372,-7.511394629286811,False
300.374,-7.526823020109467,False
300.376,-7.700568323690848,False
300.378,-8.084515689047933,False
300.38,-8.654486440740378,False
300.382,-9.280427407363238,False
300.384,-9.783990881935246,False
300.386,-10.012467086855045,False
300.388,-9.8741597040147,False
300.39,-9.405820493573831,False
300.392,-8.785096837264453,False
300.394,-8.211579950143662,False
300.396,-7.795908365237466,False
300.398,-7.535767589586815,False
300.4,-7.3399900983533195,False
300.402,-7.049041005933344,False
300.404,-6.529897328269242,False
300.406,-5.750893274851419,False
300.408,-4.694646912049002,False
300.41,-3.387819739128014,False
300.412,-2.0210077863528326,False
300.414,-0.8251859447780794,False
300.416,0.09216031309486838,False
300.418,0.727931040774696,False
300.42,1.1568924198562187,False
300.422,1.5163222571147568,False
300.424,1.960189454164858,False
300.426,2.59571050382161,False
300.428,3.428198356837346,False
300.43,4.39163925350752,False
300.432,5.3699672526720645,False
300.434,6.210617071577698,False
300.436,6.803258034305504,False
300.438,7.10000412140079,False
300.44,7.129296177904412,False
300.442,7.035964064438983,False
300.444,7.017140897409469,False
300.446,7.2077787998169445,False
300.448,7.634311968107913,False
300.45,8.231052571316749,False
300.452,8.841736144298803,False
300.454,9.275891537293708,False
300.456,9.396404625494878,False
300.458,9.154997926345505,False
300.46,8.622107277329132,False
300.462,7.932824147231057,False
300.464,7.215248120405886,False
300.466,6.586094464032963,False
300.468,6.109545550435126,False
300.47,5.752591192431893,False
300.472,5.406281492053475,False
300.474,4.935172551252667,False
300.476,4.204478481073222,False
300.478,3.126149957563725,False
300.48,1.7399486234298962,False
300.482,0.21219818308569752,False
300.484,-1.273926393425998,False
300.486,-2.5926228120153896,False
300.488,-3.669722877040101,False
300.49,-4.515322230229154,False
300.492,-5.279747831878125,False
300.494,-6.184313484851491,False
300.496,-7.37391324035823,False
300.498,-8.857975135007369,False
300.5,-10.557667574377266,False
300.502,-12.30854081609266,False
300.504,-13.868107588116345,False
300.506,-15.058116409938405,False
300.508,-15.803784485322716,False
300.51,-16.08910893008201,False
300.512,-16.03145760006406,False
300.514,-15.874406472865179,False
300.516,-15.83168572232318,False
300.518,-16.014532431501145,False
300.52,-16.416089483438977,False
300.522,-16.892030605333094,False
300.524,-17.256322432233965,False
300.526,-17.381544665564686,False
300.528,-17.211095137194796,False
300.53,-16.768641197768947,False
300.532,-16.17230559634091,False
300.534,-15.579391109925858,False
300.536,-15.107283616379346,False
300.538,-14.818206091280311,False
300.54,-14.65862743020626,False
300.542,-14.424451901137159,False
300.544,-13.905052241291303,False
300.546,-12.988177736972665,False
300.548,-11.65743495658268,False
300.55,-10.025591769023249,False
300.552,-8.303546917373877,False
300.554,-6.711172794331423,False
300.556,-5.439787915953645,False
300.558,-4.5848890902599475,False
300.56,-4.070300657350307,False
300.562,-3.692268333697893,False
300.564,-3.231363839770659,False
300.566,-2.5506344911737315,False
300.568,-1.6095216173478577,False
300.57,-0.45335206829545793,False
300.572,0.7538958658837387,False
300.574,1.8409476849695598,False
300.576,2.7192783506950966,False
300.578,3.3300133822389775,False
300.58,3.6862287686360213,False
300.582,3.9264061479510453,False
300.584,4.228230220876226,False
300.586,4.736876559739573,False
300.588,5.547191781179004,False
300.59,6.628357991491686,False
300.592,7.829783053527712,False
300.594,8.99312164227039,False
300.596,10.015152880030794,False
300.598,10.846474494104632,False
300.6,11.551045688363317,False
300.602,12.35611160392802,False
300.604,13.494703404932755,False
300.606,15.094548652365678,False
300.608,17.232395077776104,False
300.61,19.879643605999185,False
300.612,22.848356617368502,False
300.614,25.91498420053658,False
300.616,28.941989101868145,False
300.618,31.89328364793229,False
300.62,34.81740226261483,False
300.622,37.84322402084571,False
300.624,41.099788706486926,False
300.626,44.63017300895447,False
300.628,48.4027031765873,False
300.63,52.30608768406338,False
300.632,56.15949287513206,False
300.634,59.76815170933061,False
300.636,62.941750380657794,False
300.638,65.53542429897206,False
300.64,67.52621961426529,False
300.642,68.9899727652117,False
300.644,70.01107828230148,False
300.646,70.60786205351536,False
300.648,70.6815289332404,True
300.65,70.03088100475858,False
300.652,68.37443995599799,False
300.654,65.40243733039242,False
300.656,60.9063482538857,False
300.658,54.77312960632054,False
300.66,46.974842994273935,False
300.662,37.68735516124656,False
300.664,27.217381477154543,False
300.666,15.83995127539343,False
300.668,3.774015402213483,False
300.67,-8.774632674729125,False
300.672,-21.603878161021722,False
300.674,-34.56745192554445,False
300.676,-47.565091803291054,False
300.678,-60.422369724891745,False
300.68,-72.80550363704101,False
300.682,-84.26843294775895,False
300.684,-94.36954669712681,False
300.686,-102.78448430618016,False
300.688,-109.34368752076944,False
300.69,-114.01858470980429,False
300.692,-116.96600340819087,False
300.694,-118.50219617920587,False
300.696,-118.95665977696027,False
300.698,-118.58088881640094,False
300.7,-117.45007101119631,False
300.702,-115.44662181615519,False
300.704,-112.46894712139871,False
300.706,-108.55242581133732,False
300.708,-103.78411033003952,False
300.71,-98.27970970475961,False
300.712,-92.23617738127521,False
300.714,-85.85641708649678,False
300.716,-79.28369218011802,False
300.718,-72.61769920189398,False
300.72,-65.81573398153644,False
300.722,-58.69277235211277,False
300.724,-51.11607428617529,False
300.726,-43.051911923854554,False
300.728,-34.553967951908795,False
300.73,-25.85796683591013,False
300.732,-17.320519070652853,False
