time_s,ecg_filt,is_R
300.0,-42.15338445442087,False
300.002,-34.06923161529038,False
300.004,-25.9272588909864,False
300.006,-18.532125409361225,True
300.008,-12.736450647503757,False
300.01,-8.87967294760928,False
300.012,-6.712812032734503,False
300.014,-5.589323929596928,False
300.016,-4.440591908029357,False
300.018,-2.1445547962116507,False
300.02,1.7709340969231893,False
300.022,7.068874270570338,False
300.024,13.114966220451118,False
300.026,18.856280919731667,False
300.028,23.0603361095356,False
300.03,25.033058758133606,False
300.032,24.854637053952118,False
300.034,23.08752897966113,False
300.036,20.67191921214941,False
300.038,18.656593346160367,False
300.04,17.58245765163693,False
300.042,17.37298113786429,False
300.044,17.591088796690144,False
300.046,17.452784142960937,False
300.048,16.113127301974295,False
300.05,13.264297266007969,False
300.052,9.213911737857897,False
300.054,4.669575621689711,False
300.056,0.7194428686394017,False
300.058,-1.5463292449979238,False
300.06,-1.6594290677204895,False
300.062,0.1898250375502939,False
300.064,3.368125665525353,False
300.066,6.756967556061042,False
300.068,9.07239496767856,False
300.07,9.608129242234105,False
300.072,8.426976613551513,False
300.074,6.060289589764307,False
300.076,3.4228872429817865,False
300.078,1.505409608779088,False
300.08,0.7602818312794305,False
300.082,1.0650060856311994,False
300.084,1.9708566148780586,False
300.086,2.6695282750475653,False
300.088,2.277953314855097,False
300.09,0.45097037854647115,False
300.092,-2.5440098365936414,False
300.094,-6.029487471666389,False
300.096,-8.916610767750063,False
300.098,-10.120773381992016,False
300.1,-9.197713185786686,False
300.102,-6.360435412264408,False
300.104,-2.257210792985325,False
300.106,1.9923827569355104,False
300.108,5.104895247398811,False
300.11,6.367864452179296,False
300.112,5.840279729892137,False
300.114,4.069046905773416,False
300.116,1.9810809858715785,False
300.118,0.5622671588027977,False
300.12,0.26744013093547786,False
300.122,0.9518079892831828,False
300.124,2.147676679019971,False
300.126,3.0917279725312032,False
300.128,2.945510530059864,False
300.13,1.3739426801823356,False
300.132,-1.327047367460971,False
300.134,-4.479886766851663,False
300.136,-7.061778626282749,False
300.138,-8.025465607532418,False
300.14,-6.926096993121595,False
300.142,-3.9867192931221815,False
300.144,0.13308567206831778,False
300.146,4.288438719644777,False
300.148,7.158284684367234,False
300.15,8.03532606497514,False
300.152,7.031179625449792,False
300.154,4.729527597101425,False
300.156,2.0748233517660557,False
300.158,0.09590233051058872,False
300.16,-0.6985819280759077,False
300.162,-0.43379340407943284,False
300.164,0.383917809957084,False
300.166,0.9264830178995019,False
300.168,0.3399877174638195,False
300.17,-1.68088105738886,False
300.172,-4.82827359053413,False
300.174,-8.408379553153978,False
300.176,-11.337527362865377,False
300.178,-12.534090945209986,False
300.18,-11.58782675832335,False
300.182,-8.730373512639487,False
300.184,-4.549548963290555,False
300.186,-0.1146474287329271,False
300.188,3.2556770672750854,False
300.19,4.789800045628993,False
300.192,4.53855923162545,False
300.194,3.0769495958096096,False
300.196,1.3451000794097874,False
300.198,0.3034503333828408,False
300.2,0.3716351491417459,False
300.202,1.4020549272992908,False
300.204,2.9134860361078396,False
300.206,4.089290144033757,False
300.208,4.071610134912122,False
300.21,2.5430642634489224,False
300.212,-0.21984436713011446,False
300.214,-3.541926533417198,False
